customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST00530,Female,0,No,No,1,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),45.18,107.38,No
CUST00531,Female,1,No,No,21,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,59.61,1271.72,Yes
CUST00532,Male,1,No,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.13,514.25,Yes
CUST00533,Female,0,Yes,No,2,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),28.9,33.36,No
CUST00534,Male,1,Yes,No,14,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),40.09,594.75,No
CUST00535,Male,0,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.27,155.66,No
CUST00536,Male,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.41,0.0,No
CUST00537,Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),40.9,368.9,No
CUST00538,Male,0,No,No,19,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),28.03,554.51,Yes
CUST00539,Female,1,No,No,2,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,29.81,39.38,No
CUST00540,Female,0,Yes,Yes,19,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),57.22,1059.86,No
CUST00541,Female,0,Yes,No,28,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,40.95,1133.8,No
CUST00542,Female,0,Yes,Yes,5,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),28.39,164.2,No
CUST00543,Female,0,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.48,18.64,Yes
CUST00544,Female,0,Yes,No,4,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Mailed check,50.02,189.11,No
CUST00545,Female,0,No,No,13,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),31.67,422.13,No
CUST00546,Female,0,No,No,1,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,30.38,11.24,Yes
CUST00547,Female,1,No,No,0,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),28.36,1.55,No
CUST00548,Male,0,Yes,No,6,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),55.65,354.6,No
CUST00549,Female,0,No,No,6,No,No phone service,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),22.06,119.1,No
CUST00550,Female,0,Yes,No,4,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),51.84,208.75,No
CUST00551,Female,0,No,No,0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,49.58,3.71,Yes
CUST00552,Male,0,Yes,No,11,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),45.7,519.29,Yes
CUST00553,Female,1,No,No,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,41.55,144.92,No
CUST00554,Female,0,No,No,3,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,55.69,172.5,No
CUST00555,Male,0,Yes,No,2,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,49.33,104.2,No
CUST00556,Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),51.45,667.98,No
CUST00557,Male,0,Yes,Yes,7,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),35.85,260.9,No
CUST00558,Female,0,No,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),32.48,418.75,Yes
CUST00559,Female,0,Yes,No,29,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),32.77,941.55,No
CUST00560,Male,0,No,No,0,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),48.75,27.63,No
CUST00561,Female,0,Yes,Yes,15,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,44.8,683.36,Yes
CUST00562,Male,0,Yes,No,2,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,45.82,75.0,Yes
CUST00563,Female,0,No,No,15,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,46.07,710.99,Yes
CUST00564,Female,1,Yes,Yes,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,36.7,780.14,No
CUST00565,Male,0,No,No,2,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Mailed check,57.49,128.61,No
CUST00566,Female,0,No,No,0,No,No phone service,Fiber optic,No,Yes,No,No,No,No,One year,No,Credit card (automatic),43.42,0.0,No
CUST00567,Male,0,No,No,3,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),54.65,158.56,No
CUST00568,Male,0,Yes,No,7,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,29.71,221.83,No
CUST00569,Female,0,No,No,7,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Mailed check,39.09,277.31,Yes
CUST00570,Male,0,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,48.86,194.53,Yes
CUST00571,Male,0,Yes,Yes,0,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),53.97,0.0,Yes
CUST00572,Female,0,No,No,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),15.0,106.26,Yes
CUST00573,Male,0,Yes,Yes,0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),37.71,0.0,No
CUST00574,Male,0,Yes,Yes,13,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,35.94,454.98,No
CUST00575,Female,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.88,177.7,Yes
CUST00576,Male,0,Yes,No,18,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,56.34,1009.02,No
CUST00577,Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),54.54,272.88,No
CUST00578,Female,0,No,No,5,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),36.88,244.11,Yes
CUST00579,Female,1,No,Yes,13,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,38.47,503.4,No
CUST00580,Female,0,No,No,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.57,251.74,No
CUST00581,Female,0,No,No,3,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,36.16,143.37,Yes
CUST00582,Male,0,Yes,No,0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,46.45,0.0,Yes
CUST00583,Male,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.51,208.08,Yes
CUST00584,Female,0,Yes,No,3,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,55.71,208.9,Yes
CUST00585,Male,0,No,Yes,9,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,57.23,536.17,Yes
CUST00586,Male,0,Yes,Yes,6,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,37.84,245.53,No
CUST00587,Female,0,Yes,No,11,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,50.52,539.93,Yes
CUST00588,Male,0,No,No,2,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Credit card (automatic),39.69,74.69,Yes
CUST00589,Male,0,No,No,6,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,50.97,290.52,No
CUST00590,Female,0,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),34.2,513.97,No
CUST00591,Male,0,No,No,22,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),43.97,963.6,No
CUST00592,Female,0,No,No,2,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),31.4,61.53,No
CUST00593,Female,0,No,No,27,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),39.02,1072.35,No
CUST00594,Female,1,Yes,Yes,0,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Mailed check,46.97,4.23,No
CUST00595,Male,0,Yes,No,6,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),30.81,171.09,No
CUST00596,Male,0,No,No,0,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,31.98,0.0,No
CUST00597,Male,0,Yes,Yes,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),31.76,486.84,Yes
CUST00598,Female,0,Yes,No,17,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Mailed check,34.73,592.05,No
CUST00599,Male,0,No,No,18,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,57.36,1044.96,Yes
CUST00600,Female,0,Yes,Yes,13,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,44.62,594.02,Yes
CUST00601,Female,0,No,No,26,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),56.98,1485.84,No
CUST00602,Male,0,Yes,No,12,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),43.35,539.03,No
CUST00603,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),46.46,343.88,Yes
CUST00604,Male,0,Yes,No,3,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),38.75,88.14,No
CUST00605,Female,0,No,Yes,2,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Electronic check,41.51,73.43,Yes
CUST00606,Female,0,No,No,12,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),49.11,606.41,No
CUST00607,Female,0,Yes,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),29.49,995.27,No
CUST00608,Female,0,No,No,14,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),40.12,534.34,Yes
CUST00609,Female,0,Yes,No,20,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,57.56,1166.39,Yes
CUST00610,Male,0,No,No,14,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),32.76,419.39,Yes
CUST00611,Male,0,Yes,No,0,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),33.34,9.83,No
CUST00612,Male,0,No,No,13,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,41.0,526.96,No
CUST00613,Male,0,Yes,No,27,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Mailed check,53.05,1445.24,No
CUST00614,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,53.98,66.23,No
CUST00615,Male,1,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.11,80.25,Yes
CUST00616,Male,0,Yes,No,5,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),37.67,216.98,Yes
CUST00617,Female,0,Yes,No,3,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),42.27,139.4,Yes
CUST00618,Female,0,Yes,Yes,11,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,47.26,540.33,No
CUST00619,Male,0,No,No,10,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,45.84,448.56,No
CUST00620,Male,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),33.84,296.4,Yes
CUST00621,Male,1,No,No,47,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),54.99,2595.52,No
CUST00622,Female,0,No,No,0,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,34.77,0.0,No
CUST00623,Female,0,No,No,34,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),41.81,1396.0,No
CUST00624,Male,0,Yes,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.69,334.57,No
CUST00625,Female,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,48.41,133.22,No
CUST00626,Female,0,No,No,2,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),48.17,113.42,No
CUST00627,Male,0,No,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,32.7,1303.84,No
CUST00628,Male,0,Yes,No,10,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),38.93,385.21,No
CUST00629,Male,0,No,Yes,5,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),46.96,231.82,No
CUST00630,Male,1,No,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),29.35,746.2,No
CUST00631,Male,1,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.92,71.76,No
CUST00632,Male,1,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),31.27,16.41,No
CUST00633,Male,0,Yes,Yes,22,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),38.49,837.09,Yes
CUST00634,Female,1,Yes,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),32.97,644.47,Yes
CUST00635,Male,0,No,Yes,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,41.95,121.23,Yes
CUST00636,Male,0,No,No,1,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,34.89,44.48,Yes
CUST00637,Female,0,No,Yes,4,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),45.73,167.7,Yes
CUST00638,Male,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,No,Electronic check,48.72,247.23,Yes
CUST00639,Male,0,No,No,1,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,39.61,32.01,Yes
CUST00640,Female,0,No,No,7,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,54.27,344.17,No
CUST00641,Female,0,Yes,Yes,10,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,46.17,462.06,No
CUST00642,Male,0,Yes,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,51.2,392.94,No
CUST00643,Male,0,No,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.07,0.0,No
CUST00644,Female,0,Yes,No,13,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,40.01,527.5,Yes
CUST00645,Male,0,No,No,21,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),48.28,1003.89,No
CUST00646,Male,0,No,No,8,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,47.83,381.4,Yes
CUST00647,Male,1,Yes,No,6,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,33.57,162.13,No
CUST00648,Female,0,No,Yes,2,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),44.92,122.36,Yes
CUST00649,Male,0,No,No,3,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),25.12,92.64,No
CUST00650,Female,0,No,No,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.06,173.85,No
CUST00651,Female,0,No,No,20,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,30.9,614.18,No
CUST00652,Male,0,No,Yes,1,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,41.29,31.03,Yes
CUST00653,Female,0,No,No,9,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),43.81,403.66,Yes
CUST00654,Female,0,Yes,No,2,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,37.44,68.72,Yes
CUST00655,Female,0,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),31.48,7.5,No
CUST00656,Female,0,No,Yes,1,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),24.76,13.07,Yes
CUST00657,Female,0,Yes,No,30,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,52.72,1566.94,No
CUST00658,Female,0,No,No,7,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),33.37,242.74,No
CUST00659,Male,0,No,No,10,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,42.86,421.29,Yes
CUST00660,Female,0,No,Yes,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,51.11,59.61,Yes
CUST00661,Male,1,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,48.35,386.84,Yes
CUST00662,Female,0,Yes,No,6,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),49.76,304.31,Yes
CUST00663,Male,0,Yes,No,3,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),36.85,92.68,No
CUST00664,Male,0,Yes,No,5,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),33.75,193.89,No
CUST00665,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,37.17,609.52,No
CUST00666,Female,1,Yes,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,51.49,283.37,No
CUST00667,Male,0,No,No,5,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,43.53,221.57,Yes
CUST00668,Male,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,56.95,731.24,No
CUST00669,Male,1,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,28.39,434.62,No
CUST00670,Female,0,No,No,15,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,42.38,665.15,No
CUST00671,Male,0,No,No,4,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,35.26,125.05,Yes
CUST00672,Male,0,Yes,Yes,21,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),42.4,886.59,Yes
CUST00673,Male,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),24.92,55.81,No
CUST00674,Male,0,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,50.67,372.75,No
CUST00675,Female,0,Yes,Yes,16,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,42.53,683.81,No
CUST00676,Male,0,Yes,No,0,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),30.26,34.95,No
CUST00677,Female,1,No,No,27,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),54.05,1471.23,No
CUST00678,Male,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),47.76,74.39,No
CUST00679,Male,0,No,No,1,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),36.35,70.6,Yes
CUST00680,Female,0,No,No,4,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),43.96,215.59,Yes
CUST00681,Female,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.41,287.99,No
CUST00682,Female,0,No,Yes,32,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,42.72,1392.49,No
CUST00683,Female,1,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,53.53,331.31,Yes
CUST00684,Female,0,No,No,7,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.98,424.9,Yes
CUST00685,Male,0,Yes,No,9,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),43.08,399.36,No
CUST00686,Male,0,No,Yes,49,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),50.26,2445.53,Yes
CUST00687,Male,0,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.2,348.12,No
CUST00688,Female,0,No,No,10,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),57.41,564.68,No
CUST00689,Female,0,Yes,Yes,5,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),41.77,198.48,Yes
CUST00690,Female,0,Yes,Yes,1,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),42.6,0.0,No
CUST00691,Female,0,No,No,5,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),38.42,201.33,Yes
CUST00692,Male,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,31.75,135.98,No
CUST00693,Female,0,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.66,173.37,No
CUST00694,Male,1,Yes,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),50.09,454.22,No
CUST00695,Female,0,Yes,No,11,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),38.1,428.85,Yes
CUST00696,Female,0,Yes,Yes,9,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),47.6,421.67,No
CUST00697,Female,0,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),28.67,137.57,Yes
CUST00698,Female,0,Yes,Yes,13,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),24.82,326.75,Yes
CUST00699,Male,0,Yes,No,2,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,29.4,52.95,No
CUST00700,Male,0,No,Yes,3,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),59.37,178.48,No
CUST00701,Female,0,Yes,No,26,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),62.05,1641.89,Yes
CUST00702,Female,0,Yes,No,9,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),48.13,469.53,No
CUST00703,Female,0,No,No,1,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,35.96,61.06,No
CUST00704,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.07,156.55,No
CUST00705,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.96,244.39,Yes
CUST00706,Male,0,No,No,3,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,25.13,83.78,No
